earthquakeID,earthquakeTime,earthquakeDay,earthquakeLatitude,earthquakeLongitude,earthquakeMagnitude,City,cityLatitude,cityLongitude,Country,cityPopulation,cityDistance,stationDode,stationName,stationLatitude,stationLongitude,stationDistance,Wave
us10008e3k,17:40:18,03/04/2017,-22.6784,25.1558,6.5,Serowe,-22.39,26.71,Botswana,48573,101.1624736,TSUM,Tsumeb,-19.2022,17.5838,544.297039,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=TSUM&loc=00&cha=BHZ&starttime=2017-04-03T00:00:00&endtime=2017-04-04T00:00:00&output=plot
us10008ei0,06:09:12,05/04/2017,35.7755,60.4363,6.1,Torbat-e Jam,35.2233,60.6129,Iran,104578,39.42341978,KBL,Kabul,34.5408,69.0432,493.420823,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=KBL&loc=00&cha=BHZ&starttime=2017-04-05T00:00:00&endtime=2017-04-06T00:00:00&output=plot
us10008hu2,08:19:43,15/04/2017,-23.2653,-67.7225,6.3,Toconao,-23.1829,-68.0166,Chile,378,19.52144265,LVC,Limon Verde,-22.6127,-68.9111,88.04631794,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=LVC&loc=00&cha=BHZ&starttime=2017-04-15T00:00:00&endtime=2017-04-16T00:00:00&output=plot
us10008iph,17:11:47,18/04/2017,-18.0877,-178.369,6,Labasa,-16.4166,179.3833,Fiji,24187,187.9435836,AFI,Afiamalu,-13.9093,-171.7773,524.2805965,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=AFI&loc=00&cha=BHZ&starttime=2017-04-18T00:00:00&endtime=2017-04-19T00:00:00&output=plot
us10008jvr,02:36:07,23/04/2017,-33.0354,-72.0296,6,Valparaiso,-33.0478,-71.621,Chile,854000,23.680134,LCO,Las Campanas Astronomical Observatory,-29.011,-70.7005,288.9577362,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=LCO&loc=00&cha=BHZ&starttime=2017-04-23T00:00:00&endtime=2017-04-24T00:00:00&output=plot
us10008kce,21:38:30,24/04/2017,-33.0375,-72.0617,6.9,Valparaiso,-33.0478,-71.621,Chile,854000,25.53335897,LCO,Las Campanas Astronomical Observatory,-29.011,-70.7005,289.6197358,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=LCO&loc=00&cha=BHZ&starttime=2017-04-24T00:00:00&endtime=2017-04-25T00:00:00&output=plot
us10008ls4,20:23:17,28/04/2017,5.5043,125.0658,6.9,General Santos,6.1108,125.1747,Philippines,950530,42.56638891,DAV,Davao,7.0697,125.5791,113.7528105,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=DAV&loc=00&cha=BHZ&starttime=2017-04-28T00:00:00&endtime=2017-04-29T00:00:00&output=plot
us10008mel,12:31:55,01/05/2017,59.8209,-136.7114,6.2,Whitehorse,60.7167,-135.05,Canada,23276,84.08452072,COL,College Outpost Alaska,64.9,-147.7933,498.0035947,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=COL&loc=00&cha=BHZ&starttime=2017-05-01T00:00:00&endtime=2017-05-02T00:00:00&output=plot
us10008mgu,14:18:15,01/05/2017,59.8295,-136.7042,6.3,Whitehorse,60.7167,-135.05,Canada,23276,83.47552091,COL,College Outpost Alaska,64.9,-147.7933,497.7147597,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=COL&loc=00&cha=BHZ&starttime=2017-05-01T00:00:00&endtime=2017-05-02T00:00:00&output=plot
us10008npq,04:47:13,03/05/2017,39.4939,71.4438,6,Batken,40.0626,70.8194,Kyrgyzstan,,51.40993156,KBL,Kabul,34.5408,69.0432,366.8985166,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=KBL&loc=00&cha=BHZ&starttime=2017-05-03T00:00:00&endtime=2017-05-04T00:00:00&output=plot
us10008qhu,17:00:47,08/05/2017,51.7344,-178.5875,6.2,Pakhachi,60.5816,169.05,Russia,10,771.9020857,ADK,Adak Aleutian Islands Alaska,51.8823,-176.6842,81.94220932,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=ADK&loc=00&cha=BHZ&starttime=2017-05-08T00:00:00&endtime=2017-05-09T00:00:00&output=plot
us10008qnw,01:54:14,09/05/2017,24.45,126.3174,6,Naha,26.2072,127.673,Japan,905238,148.0020932,TATO,Taipei,24.9735,121.4971,304.6731791,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=TATO&loc=00&cha=BHZ&starttime=2017-05-09T00:00:00&endtime=2017-05-10T00:00:00&output=plot
us10008qsb,13:52:10,09/05/2017,-14.5884,167.3767,6.8,Sola,-13.8761,167.5517,Vanuatu,,50.58901515,HNR,Honiara,-9.4387,159.9475,615.1635679,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=HNR&loc=00&cha=BHZ&starttime=2017-05-09T00:00:00&endtime=2017-05-10T00:00:00&output=plot
us10008rb6,23:23:36,10/05/2017,-56.414,-25.7432,6.5,Grytviken,-54.2806,-36.508,South Georgia And South Sandwich Islands,99,447.2764662,PMSA,Palmer Station,-64.7744,-64.0489,1394.190456,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=PMSA&loc=00&cha=BHZ&starttime=2017-05-10T00:00:00&endtime=2017-05-11T00:00:00&output=plot
us10008rtu,10:41:26,12/05/2017,12.9187,-90.0611,6.2,Sonsonate,13.72,-89.73,El Salvador,168947,59.66946687,TEIG,Tepich Yucatan,20.2263,-88.2763,518.5080365,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=TEIG&loc=00&cha=BHZ&starttime=2017-05-12T00:00:00&endtime=2017-05-13T00:00:00&output=plot
us10008sjn,13:22:38,15/05/2017,-4.022,152.4781,6.2,Rabaul,-4.2055,152.1434,Papua New Guinea,8074,26.31954932,PMG,Port Moresby,-9.4047,147.1597,520.9341728,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=PMG&loc=00&cha=BHZ&starttime=2017-05-15T00:00:00&endtime=2017-05-16T00:00:00&output=plot
us10008tp0,01:06:14,20/05/2017,9.3818,123.9537,6,Siquijor,9.2142,123.515,Philippines,,32.07467356,DAV,Davao,7.0697,125.5791,194.5993697,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=DAV&loc=00&cha=BHZ&starttime=2017-05-20T00:00:00&endtime=2017-05-21T00:00:00&output=plot
us10008w1z,14:35:21,29/05/2017,-1.2923,120.4313,6.6,Poso,-1.3896,120.76,Indonesia,47110,23.67799921,DAV,Davao,7.0697,125.5791,678.0268908,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=DAV&loc=00&cha=BHZ&starttime=2017-05-29T00:00:00&endtime=2017-05-30T00:00:00&output=plot
us1000954z,07:03:11,29/06/2017,-31.1253,179.9257,6,Kerikeri,-35.2285,173.9507,New Zealand,5856,446.7666665,RAO,Raoul,-29.245,-177.929,182.4503905,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=RAO&loc=00&cha=BHZ&starttime=2017-06-29T00:00:00&endtime=2017-06-30T00:00:00&output=plot
us100095nr,22:29:45,30/06/2017,-0.2849,-80.4927,6,Chone,-0.6896,-80.09,Ecuador,44751,39.44409626,OTAV,Otavalo,0.2376,-78.4508,145.6198943,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=OTAV&loc=00&cha=BHZ&starttime=2017-06-30T00:00:00&endtime=2017-07-01T00:00:00&output=plot
us1000976a,08:03:57,06/07/2017,11.1269,124.6286,6.5,Ormac,11.0643,124.6075,Philippines,167584,4.555479048,DAV,Davao,7.0697,125.5791,287.7109905,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=DAV&loc=00&cha=BHZ&starttime=2017-07-06T00:00:00&endtime=2017-07-07T00:00:00&output=plot
us100098qm,07:00:01,11/07/2017,-49.4837,164.0157,6.6,Oban,-46.8876,168.1666,New Zealand,310,262.0927283,SNZO,South Karori,-41.3087,174.7043,765.2792647,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=SNZO&loc=00&cha=BHZ&starttime=2017-07-11T00:00:00&endtime=2017-07-12T00:00:00&output=plot
us1000apql,18:53:27,10/10/2017,-54.2632,8.6086,6.7,Hermanus,-34.4096,19.2299,South Africa,25153,1464.884621,TRIS,Tristan da Cunha,-37.0681,-12.3152,1547.351146,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=TRIS&loc=00&cha=BHZ&starttime=2017-10-10T00:00:00&endtime=2017-10-11T00:00:00&output=plot
us1000atnb,12:00:59,18/10/2017,-20.5914,-173.8022,6.1,Nukualofa,-21.1385,-175.2206,Tonga,42620,99.06487038,AFI,Afiamalu,-13.9093,-171.7773,480.5834254,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=AFI&loc=00&cha=BHZ&starttime=2017-10-18T00:00:00&endtime=2017-10-19T00:00:00&output=plot
us1000aw8q,10:47:47,24/10/2017,-7.2168,123.0735,6.7,Maumere,-8.6189,122.2123,Indonesia,104285,113.388402,MBWA,Marble Bar,-21.159,119.7313,988.7890777,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=MBWA&loc=00&cha=BHZ&starttime=2017-10-24T00:00:00&endtime=2017-10-25T00:00:00&output=plot
us1000aytk,00:42:08,31/10/2017,-21.6971,169.1485,6.7,We,-20.9,167.2667,New Caledonia,,133.062909,RAO,Raoul,-29.245,-177.929,958.930192,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=RAO&loc=00&cha=BHZ&starttime=2017-10-31T00:00:00&endtime=2017-11-01T00:00:00&output=plot
us1000ayz8,11:50:48,31/10/2017,-3.7449,127.7517,6.1,Ambon,-3.7167,128.2,Indonesia,355596,30.96875645,DAV,Davao,7.0697,125.5791,762.0528183,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=DAV&loc=00&cha=BHZ&starttime=2017-10-31T00:00:00&endtime=2017-11-01T00:00:00&output=plot
us1000azi3,00:09:30,01/11/2017,-21.7278,168.9342,6.1,We,-20.9,167.2667,New Caledonia,,121.6135178,RAO,Raoul,-29.245,-177.929,968.9270223,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=RAO&loc=00&cha=BHZ&starttime=2017-11-01T00:00:00&endtime=2017-11-02T00:00:00&output=plot
us1000azjt,02:23:57,01/11/2017,-21.6484,168.8585,6.6,We,-20.9,167.2667,New Caledonia,,114.7870703,RAO,Raoul,-29.245,-177.929,976.058761,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=RAO&loc=00&cha=BHZ&starttime=2017-11-01T00:00:00&endtime=2017-11-02T00:00:00&output=plot
us1000bj7t,06:32:50,30/11/2017,-1.0802,-23.4323,6.5,Georgetown,-7.9286,-14.4119,Saint Helena,,780.6471966,RCBR,Riachuelo,-5.8274,-35.9014,920.1122375,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=RCBR&loc=00&cha=BHZ&starttime=2017-11-30T00:00:00&endtime=2017-12-01T00:00:00&output=plot
us1000bjnz,02:32:46,01/12/2017,30.7464,57.307,6.1,Kerman,30.3,57.08,Iran,577514,33.67098697,KBL,Kabul,34.5408,69.0432,730.7864004,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=KBL&loc=00&cha=BHZ&starttime=2017-12-01T00:00:00&endtime=2017-12-02T00:00:00&output=plot
us1000bjph,02:49:58,01/12/2017,-6.1346,147.6564,6,Lae,-6.733,146.99,Papua New Guinea,131052,61.66417697,PMG,Port Moresby,-9.4047,147.1597,228.4747533,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=PMG&loc=00&cha=BHZ&starttime=2017-12-01T00:00:00&endtime=2017-12-02T00:00:00&output=plot
us1000bkjh,11:19:05,03/12/2017,-0.47,-80.3101,6.1,Chone,-0.6896,-80.09,Ecuador,44751,21.48056323,OTAV,Otavalo,0.2376,-78.4508,137.4463216,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=OTAV&loc=00&cha=BHZ&starttime=2017-12-03T00:00:00&endtime=2017-12-04T00:00:00&output=plot
us20008ic7,22:03:56,07/02/2017,25.1912,63.2644,6.3,Turbat,25.9918,63.0718,Pakistan,147791,56.60040084,KBL,Kabul,34.5408,69.0432,732.5239668,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=KBL&loc=00&cha=BHZ&starttime=2017-02-07T00:00:00&endtime=2017-02-08T00:00:00&output=plot
us20008ixa,14:03:43,10/02/2017,9.9071,125.4516,6.5,Surigao,9.7843,125.4888,Philippines,87832,8.854097598,DAV,Davao,7.0697,125.5791,196.2294339,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=DAV&loc=00&cha=BHZ&starttime=2017-02-10T00:00:00&endtime=2017-02-11T00:00:00&output=plot
us20008kn8,12:10:17,18/02/2017,-23.8613,-66.6592,6.4,San Antonio de los Cobres,-24.1829,-66.35,Argentina,4000,29.57076981,LVC,Limon Verde,-22.6127,-68.9111,166.9686137,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=LVC&loc=00&cha=BHZ&starttime=2017-02-18T00:00:00&endtime=2017-02-19T00:00:00&output=plot
us20008l41,14:09:04,21/02/2017,-19.2814,-63.9047,6.5,Padilla,-19.2996,-64.31,Bolivia,2920,26.45990445,LVC,Limon Verde,-22.6127,-68.9111,396.5761334,http://service.iris.edu/irisws/timeseries/1/query?net=IU&sta=LVC&loc=00&cha=BHZ&starttime=2017-02-21T00:00:00&endtime=2017-02-22T00:00:00&output=plot
